CVE ID,Package Name,Severity,Version,Fixed in version,Description,Source(image name)
CVE-2020-13529,libsystemd0,LOW,241-7~deb10u5,N/A,"An exploitable denial-of-service vulnerability exists in Systemd 245. A specially crafted DHCP FORCERENEW packet can cause a server running the DHCP client to be vulnerable to a DHCP ACK spoofing attack. An attacker can forge a pair of FORCERENEW and DCHP ACK packets to reconfigure the server.",|tykio/tyk-dashboard|
CVE-2020-11080,libnghttp2-14,HIGH,1.36.0-2+deb10u1,1.36.0-2+deb10u2,"In nghttp2 before version 1.41.0\, the overly large HTTP/2 SETTINGS frame payload causes denial of service. The proof of concept attack involves a malicious client constructing a SETTINGS frame with a length of 14\,400 bytes (2400 individual settings entries) over and over again. The attack causes the CPU to spike at 100%. nghttp2 v1.41.0 fixes this vulnerability. There is a workaround to this vulnerability. Implement nghttp2_on_frame_recv_callback callback\, and if received frame is SETTINGS frame and the number of settings entries are large (e.g.\, > 32)\, then drop the connection.",|tykio/tyk-dashboard|
CVE-2022-32221,curl,CRITICAL,7.64.0-4+deb10u1,7.64.0-4+deb10u4,"When doing HTTP(S) transfers\, libcurl might erroneously use the read callback (`CURLOPT_READFUNCTION`) to ask for data to send\, even when the `CURLOPT_POSTFIELDS` option has been set\, if the same handle previously was used to issue a `PUT` request which used that callback. This flaw may surprise the application and cause it to misbehave and either send off the wrong data or use memory after free or similar in the subsequent `POST` request. The problem exists in the logic for a reused handle when it is changed from a PUT to a POST.",|tykio/tyk-dashboard|
CVE-2023-4806,libc-bin,MEDIUM,2.28-10,N/A,"A flaw was found in glibc. In an extremely rare situation\, the getaddrinfo function may access memory that has been freed\, resulting in an application crash. This issue is only exploitable when a NSS module implements only the _nss_*_gethostbyname2_r and _nss_*_getcanonname_r hooks without implementing the _nss_*_gethostbyname3_r hook. The resolved name should return a large number of IPv6 and IPv4\, and the call to the getaddrinfo function should have the AF_INET6 address family with AI_CANONNAME\, AI_ALL and AI_V4MAPPED as flags.",|tykio/tyk-dashboard|
TEMP-0841856-B18BAF,bash,LOW,5.2.15-2+b7,N/A,"No description",|tykio/midsommar||tykio/tyk-dashboard|
CVE-2018-18064,libcairo2,LOW,1.16.0-7,N/A,"cairo through 1.15.14 has an out-of-bounds stack-memory write during processing of a crafted document by WebKitGTK+ because of the interaction between cairo-rectangular-scan-converter.c (the generate and render_rows functions) and cairo-image-compositor.c (the _cairo_image_spans_and_zero function).",|tykio/midsommar|
CVE-2025-0395,libc-bin,MEDIUM,2.28-10,N/A,"When the assert() function in the GNU C Library versions 2.13 to 2.40 fails\, it does not allocate enough space for the assertion failure message string and size information\, which may lead to a buffer overflow if the message string size aligns to page size.",|tykio/tyk-dashboard|
CVE-2017-11698,libnss3,LOW,2:3.87.1-1+deb12u1,N/A,"Heap-based buffer overflow in the __get_page function in lib/dbm/src/h_page.c in Mozilla Network Security Services (NSS) allows context-dependent attackers to have unspecified impact using a crafted cert8.db file.",|tykio/midsommar|
CVE-2018-25032,zlib1g,HIGH,1:1.2.11.dfsg-1,1:1.2.11.dfsg-1+deb10u1,"zlib before 1.2.12 allows memory corruption when deflating (i.e.\, when compressing) if the input has many distant matches.",|tykio/tyk-dashboard|
CVE-2023-0286,libssl1.1,HIGH,1.1.1d-0+deb10u4,1.1.1n-0+deb10u4,"There is a type confusion vulnerability relating to X.400 address processing inside an X.509 GeneralName. X.400 addresses were parsed as an ASN1_STRING but the public structure definition for GENERAL_NAME incorrectly specified the type of the x400Address field as ASN1_TYPE. This field is subsequently interpreted by the OpenSSL function GENERAL_NAME_cmp as an ASN1_TYPE rather than an ASN1_STRING.  When CRL checking is enabled (i.e. the application sets the X509_V_FLAG_CRL_CHECK flag)\, this vulnerability may allow an attacker to pass arbitrary pointers to a memcmp call\, enabling them to read memory contents or enact a denial of service. In most cases\, the attack requires the attacker to provide both the certificate chain and CRL\, neither of which need to have a valid signature. If the attacker only controls one of these inputs\, the other input must already contain an X.400 address as a CRL distribution point\, which is uncommon. As such\, this vulnerability is most likely to only affect applications which have implemented their own functionality for retrieving CRLs over a network.",|tykio/tyk-dashboard|
CVE-2021-36087,libsepol1,LOW,2.8-1,N/A,"The CIL compiler in SELinux 3.2 has a heap-based buffer over-read in ebitmap_match_any (called indirectly from cil_check_neverallow). This occurs because there is sometimes a lack of checks for invalid statements in an optional block.",|tykio/tyk-dashboard|
CVE-2017-11696,libnss3,LOW,2:3.87.1-1+deb12u1,N/A,"Heap-based buffer overflow in the __hash_open function in lib/dbm/src/hash.c in Mozilla Network Security Services (NSS) allows context-dependent attackers to have unspecified impact using a crafted cert8.db file.",|tykio/midsommar|
CVE-2021-36086,libsepol1,LOW,2.8-1,N/A,"The CIL compiler in SELinux 3.2 has a use-after-free in cil_reset_classpermission (called from cil_reset_classperms_set and cil_reset_classperms_list).",|tykio/tyk-dashboard|
CVE-2017-11697,libnss3,LOW,2:3.87.1-1+deb12u1,N/A,"The __hash_open function in hash.c:229 in Mozilla Network Security Services (NSS) allows context-dependent attackers to cause a denial of service (floating point exception and crash) via a crafted cert8.db file.",|tykio/midsommar|
CVE-2021-36085,libsepol1,LOW,2.8-1,N/A,"The CIL compiler in SELinux 3.2 has a use-after-free in __cil_verify_classperms (called from __verify_map_perm_classperms and hashtab_map).",|tykio/tyk-dashboard|
CVE-2021-36084,libsepol1,LOW,2.8-1,N/A,"The CIL compiler in SELinux 3.2 has a use-after-free in __cil_verify_classperms (called from __cil_verify_classpermission and __cil_pre_verify_helper).",|tykio/tyk-dashboard|
CVE-2017-11695,libnss3,LOW,2:3.87.1-1+deb12u1,N/A,"Heap-based buffer overflow in the alloc_segs function in lib/dbm/src/hash.c in Mozilla Network Security Services (NSS) allows context-dependent attackers to have unspecified impact using a crafted cert8.db file.",|tykio/midsommar|
CVE-2017-9937,libjbig0,LOW,2.1-6.1,N/A,"In LibTIFF 4.0.8\, there is a memory malloc failure in tif_jbig.c. A crafted TIFF document can lead to an abort resulting in a remote denial of service attack.",|tykio/midsommar|
CVE-2024-33602,libc-bin,MEDIUM,2.28-10,2.28-10+deb10u4,"nscd: netgroup cache assumes NSS callback uses in-buffer strings  The Name Service Cache Daemon's (nscd) netgroup cache can corrupt memory when the NSS callback does not store all strings in the provided buffer. The flaw was introduced in glibc 2.15 when the cache was added to nscd.  This vulnerability is only present in the nscd binary.",|tykio/tyk-dashboard|
CVE-2024-33601,libc-bin,MEDIUM,2.28-10,2.28-10+deb10u4,"nscd: netgroup cache may terminate daemon on memory allocation failure  The Name Service Cache Daemon's (nscd) netgroup cache uses xmalloc or xrealloc and these functions may terminate the process due to a memory allocation failure resulting in a denial of service to the clients.  The flaw was introduced in glibc 2.15 when the cache was added to nscd.  This vulnerability is only present in the nscd binary.",|tykio/tyk-dashboard|
CVE-2024-33600,libc-bin,MEDIUM,2.28-10,2.28-10+deb10u4,"nscd: Null pointer crashes after notfound response  If the Name Service Cache Daemon's (nscd) cache fails to add a not-found netgroup response to the cache\, the client request can result in a null pointer dereference.  This flaw was introduced in glibc 2.15 when the cache was added to nscd.  This vulnerability is only present in the nscd binary.",|tykio/tyk-dashboard|
CVE-2024-12243,libgnutls30,MEDIUM,3.6.7-4+deb10u5,N/A,"A flaw was found in GnuTLS\, which relies on libtasn1 for ASN.1 data processing. Due to an inefficient algorithm in libtasn1\, decoding certain DER-encoded certificate data can take excessive time\, leading to increased resource consumption. This flaw allows a remote attacker to send a specially crafted certificate\, causing GnuTLS to become unresponsive or slow\, resulting in a denial-of-service condition.",|tykio/tyk-dashboard|
CVE-2022-48303,tar,LOW,1.30+dfsg-6,N/A,"GNU Tar through 1.34 has a one-byte out-of-bounds read that results in use of uninitialized memory for a conditional jump. Exploitation to change the flow of control has not been demonstrated. The issue occurs in from_header in list.c via a V7 archive in which mtime has approximately 11 whitespace characters.",|tykio/tyk-dashboard|
CVE-2024-22365,libpam-modules,MEDIUM,1.5.2-6+deb12u1,N/A,"linux-pam (aka Linux PAM) before 1.6.0 allows attackers to cause a denial of service (blocked login process) via mkfifo because the openat call (for protect_dir) lacks O_DIRECTORY.",|tykio/midsommar||tykio/tyk-dashboard|
CVE-2017-2820,libpoppler126,LOW,22.12.0-2+b1,N/A,"An exploitable integer overflow vulnerability exists in the JPEG 2000 image parsing functionality of freedesktop.org Poppler 0.53.0. A specially crafted PDF file can lead to an integer overflow causing out of bounds memory overwrite on the heap resulting in potential arbitrary code execution. To trigger this vulnerability\, a victim must open the malicious PDF in an application using this library.",|tykio/midsommar|
CVE-2023-52425,libexpat1,HIGH,2.5.0-1+deb12u1,N/A,"libexpat through 2.5.0 allows a denial of service (resource consumption) because many full reparsings are required in the case of a large token for which multiple buffer fills are needed.",|tykio/midsommar|
CVE-2024-28757,libexpat1,LOW,2.5.0-1+deb12u1,N/A,"libexpat through 2.6.1 allows an XML Entity Expansion attack when there is isolated use of external parsers (created via XML_ExternalEntityParserCreate).",|tykio/midsommar|
CVE-2023-52426,libexpat1,LOW,2.5.0-1+deb12u1,N/A,"libexpat through 2.5.0 allows recursive XML Entity Expansion if XML_DTD is undefined at compile time.",|tykio/midsommar|
CVE-2023-3164,libtiff6,LOW,4.5.0-6+deb12u2,N/A,"A heap-buffer-overflow vulnerability was found in LibTIFF\, in extractImageSection() at tools/tiffcrop.c:7916 and tools/tiffcrop.c:7801. This flaw allows attackers to cause a denial of service via a crafted tiff file.",|tykio/midsommar|
CVE-2023-46218,curl,MEDIUM,7.64.0-4+deb10u1,7.64.0-4+deb10u8,"This flaw allows a malicious HTTP server to set ""super cookies"" in curl that are then passed back to more origins than what is otherwise allowed or possible. This allows a site to set cookies that then would get sent to different and unrelated sites and domains.  It could do this by exploiting a mixed case flaw in curl's function that verifies a given cookie domain against the Public Suffix List (PSL). For example a cookie could be set with `domain=co.UK` when the URL used a lower case hostname `curl.co.uk`\, even though `co.uk` is listed as a PSL domain.",|tykio/tyk-dashboard|
CVE-2025-31115,liblzma5,HIGH,5.2.4-1,N/A,"XZ Utils provide a general-purpose data-compression library plus command-line tools. In XZ Utils 5.3.3alpha to 5.8.0\, the multithreaded .xz decoder in liblzma has a bug where invalid input can at least result in a crash. The effects include heap use after free and writing to an address based on the null pointer plus an offset. Applications and libraries that use the lzma_stream_decoder_mt function are affected. The bug has been fixed in XZ Utils 5.8.1\, and the fix has been committed to the v5.4\, v5.6\, v5.8\, and master branches in the xz Git repository. No new release packages will be made from the old stable branches\, but a standalone patch is available that applies to all affected releases.",|tykio/tyk-dashboard|
CVE-2022-1292,libssl1.1,CRITICAL,1.1.1d-0+deb10u4,1.1.1n-0+deb10u2,"The c_rehash script does not properly sanitise shell metacharacters to prevent command injection. This script is distributed by some operating systems in a manner where it is automatically executed. On such operating systems\, an attacker could execute arbitrary commands with the privileges of the script. Use of the c_rehash script is considered obsolete and should be replaced by the OpenSSL rehash command line tool. Fixed in OpenSSL 3.0.3 (Affected 3.0.0\,3.0.1\,3.0.2). Fixed in OpenSSL 1.1.1o (Affected 1.1.1-1.1.1n). Fixed in OpenSSL 1.0.2ze (Affected 1.0.2-1.0.2zd).",|tykio/tyk-dashboard|
CVE-2020-16156,perl-base,HIGH,5.28.1-6+deb10u1,N/A,"CPAN 2.28 allows Signature Verification Bypass.",|tykio/tyk-dashboard|
CVE-2019-14855,gpgv,LOW,2.2.12-1+deb10u1,N/A,"A flaw was found in the way certificate signatures could be forged using collisions found in the SHA-1 algorithm. An attacker could use this weakness to create forged certificate signatures. This issue affects GnuPG versions before 2.2.18.",|tykio/tyk-dashboard|
CVE-2022-34903,gpgv,MEDIUM,2.2.12-1+deb10u1,2.2.12-1+deb10u2,"GnuPG through 2.3.6\, in unusual situations where an attacker possesses any secret-key information from a victim's keyring and other constraints (e.g.\, use of GPGME) are met\, allows signature forgery via injection into the status line.",|tykio/tyk-dashboard|
CVE-2024-2236,libgcrypt20,MEDIUM,1.10.1-3,N/A,"A timing-based side-channel flaw was found in libgcrypt's RSA implementation. This issue may allow a remote attacker to initiate a Bleichenbacher-style attack\, which can lead to the decryption of RSA ciphertexts.",|tykio/midsommar||tykio/tyk-dashboard|
CVE-2025-1390,libcap2,MEDIUM,1:2.66-4,N/A,"The PAM module pam_cap.so of libcap configuration supports group names starting with “@”\, during actual parsing\, configurations not starting with “@” are incorrectly recognized as group names. This may result in nonintended users being granted an inherited capability set\, potentially leading to security risks. Attackers can exploit this vulnerability to achieve local privilege escalation on systems where /etc/security/capability.conf is used to configure user inherited privileges by constructing specific usernames.",|tykio/midsommar|
CVE-2020-8286,curl,HIGH,7.64.0-4+deb10u1,7.64.0-4+deb10u2,"curl 7.41.0 through 7.73.0 is vulnerable to an improper check for certificate revocation due to insufficient verification of the OCSP response.",|tykio/tyk-dashboard|
CVE-2020-8285,curl,HIGH,7.64.0-4+deb10u1,7.64.0-4+deb10u2,"curl 7.21.0 to and including 7.73.0 is vulnerable to uncontrolled recursion due to a stack overflow issue in FTP wildcard match parsing.",|tykio/tyk-dashboard|
CVE-2020-8284,curl,LOW,7.64.0-4+deb10u1,7.64.0-4+deb10u2,"A malicious server can use the FTP PASV response to trick curl 7.73.0 and earlier into connecting back to a given IP address and port\, and this way potentially make curl extract information about services that are otherwise private and not disclosed\, for example doing port scanning and service banner extractions.",|tykio/tyk-dashboard|
CVE-2024-26458,libgssapi-krb5-2,LOW,1.17-3+deb10u1,N/A,"Kerberos 5 (aka krb5) 1.21.2 contains a memory leak in /krb5/src/lib/rpc/pmap_rmt.c.",|tykio/tyk-dashboard|
CVE-2019-1551,libssl1.1,MEDIUM,1.1.1d-0+deb10u4,1.1.1d-0+deb10u5,"There is an overflow bug in the x64_64 Montgomery squaring procedure used in exponentiation with 512-bit moduli. No EC algorithms are affected. Analysis suggests that attacks against 2-prime RSA1024\, 3-prime RSA1536\, and DSA1024 as a result of this defect would be very difficult to perform and are not believed likely. Attacks against DH512 are considered just feasible. However\, for an attack the target would have to re-use the DH512 private key\, which is not recommended anyway. Also applications directly using the low level API BN_mod_exp may be affected if they use BN_FLG_CONSTTIME. Fixed in OpenSSL 1.1.1e (Affected 1.1.1-1.1.1d). Fixed in OpenSSL 1.0.2u (Affected 1.0.2-1.0.2t).",|tykio/tyk-dashboard|
CVE-2023-52355,libtiff6,HIGH,4.5.0-6+deb12u2,N/A,"An out-of-memory flaw was found in libtiff that could be triggered by passing a crafted tiff file to the TIFFRasterScanlineSize64() API. This flaw allows a remote attacker to cause a denial of service via a crafted input with a size smaller than 379 KB.",|tykio/midsommar|
CVE-2024-28182,libnghttp2-14,MEDIUM,1.36.0-2+deb10u1,1.36.0-2+deb10u3,"nghttp2 is an implementation of the Hypertext Transfer Protocol version 2 in C. The nghttp2 library prior to version 1.61.0 keeps reading the unbounded number of HTTP/2 CONTINUATION frames even after a stream is reset to keep HPACK context in sync.  This causes excessive CPU usage to decode HPACK stream. nghttp2 v1.61.0 mitigates this vulnerability by limiting the number of CONTINUATION frames it accepts per stream. There is no workaround for this vulnerability.",|tykio/tyk-dashboard|
CVE-2013-4235,login,LOW,1:4.5-1.1,N/A,"shadow: TOCTOU (time-of-check time-of-use) race condition when copying and removing directory trees",|tykio/tyk-dashboard|
CVE-2024-13176,libssl3,MEDIUM,3.0.15-1~deb12u1,N/A,"Issue summary: A timing side-channel which could potentially allow recovering the private key exists in the ECDSA signature computation.  Impact summary: A timing side-channel in ECDSA signature computations could allow recovering the private key by an attacker. However\, measuring the timing would require either local access to the signing application or a very fast network connection with low latency.  There is a timing signal of around 300 nanoseconds when the top word of the inverted ECDSA nonce value is zero. This can happen with significant probability only for some of the supported elliptic curves. In particular the NIST P-521 curve is affected. To be able to measure this leak\, the attacker process must either be located in the same physical computer or must have a very fast network connection with low latency. For that reason the severity of this vulnerability is Low.  The FIPS modules in 3.4\, 3.3\, 3.2\, 3.1 and 3.0 are affected by this issue.",|tykio/midsommar||tykio/tyk-dashboard|
CVE-2016-9580,libopenjp2-7,LOW,2.5.0-2+deb12u1,N/A,"An integer overflow vulnerability was found in tiftoimage function in openjpeg 2.1.2\, resulting in heap buffer overflow.",|tykio/midsommar|
CVE-2016-9581,libopenjp2-7,LOW,2.5.0-2+deb12u1,N/A,"An infinite loop vulnerability in tiftoimage that results in heap buffer overflow in convert_32s_C1P1 was found in openjpeg 2.1.2.",|tykio/midsommar|
CVE-2021-3997,libsystemd0,MEDIUM,241-7~deb10u5,N/A,"A flaw was found in systemd. An uncontrolled recursion in systemd-tmpfiles may lead to a denial of service at boot time when too many nested directories are created in /tmp.",|tykio/tyk-dashboard|
CVE-2021-43618,libgmp10,HIGH,2:6.1.2+dfsg-4,2:6.1.2+dfsg-4+deb10u1,"GNU Multiple Precision Arithmetic Library (GMP) through 6.2.1 has an mpz/inp_raw.c integer overflow and resultant buffer overflow via crafted input\, leading to a segmentation fault on 32-bit platforms.",|tykio/tyk-dashboard|
CVE-2022-4450,libssl1.1,HIGH,1.1.1d-0+deb10u4,1.1.1n-0+deb10u4,"The function PEM_read_bio_ex() reads a PEM file from a BIO and parses and decodes the ""name"" (e.g. ""CERTIFICATE"")\, any header data and the payload data. If the function succeeds then the ""name_out""\, ""header"" and ""data"" arguments are populated with pointers to buffers containing the relevant decoded data. The caller is responsible for freeing those buffers. It is possible to construct a PEM file that results in 0 bytes of payload data. In this case PEM_read_bio_ex() will return a failure code but will populate the header argument with a pointer to a buffer that has already been freed. If the caller also frees this buffer then a double free will occur. This will most likely lead to a crash. This could be exploited by an attacker who has the ability to supply malicious PEM files for parsing to achieve a denial of service attack.  The functions PEM_read_bio() and PEM_read() are simple wrappers around PEM_read_bio_ex() and therefore these functions are also directly affected.  These functions are also called indirectly by a number of other OpenSSL functions including PEM_X509_INFO_read_bio_ex() and SSL_CTX_use_serverinfo_file() which are also vulnerable. Some OpenSSL internal uses of these functions are not vulnerable because the caller does not free the header argument if PEM_read_bio_ex() returns a failure code. These locations include the PEM_read_bio_TYPE() functions as well as the decoders introduced in OpenSSL 3.0.  The OpenSSL asn1parse command line application is also impacted by this issue.",|tykio/tyk-dashboard|
CVE-2021-3999,libc-bin,HIGH,2.28-10,2.28-10+deb10u2,"A flaw was found in glibc. An off-by-one buffer overflow and underflow in getcwd() may lead to memory corruption when the size of the buffer is exactly 1. A local attacker who can control the input buffer and size passed to getcwd() in a setuid program could use this flaw to potentially execute arbitrary code and escalate their privileges on the system.",|tykio/tyk-dashboard|
CVE-2019-9893,libseccomp2,LOW,2.3.3-4,N/A,"libseccomp before 2.4.0 did not correctly generate 64-bit syscall argument comparisons using the arithmetic operators (LT\, GT\, LE\, GE)\, which might able to lead to bypassing seccomp filters and potential privilege escalations.",|tykio/tyk-dashboard|
CVE-2023-27538,curl,MEDIUM,7.64.0-4+deb10u1,7.64.0-4+deb10u6,"An authentication bypass vulnerability exists in libcurl prior to v8.0.0 where it reuses a previously established SSH connection despite the fact that an SSH option was modified\, which should have prevented reuse. libcurl maintains a pool of previously used connections to reuse them for subsequent transfers if the configurations match. However\, two SSH settings were omitted from the configuration check\, allowing them to match easily\, potentially leading to the reuse of an inappropriate connection.",|tykio/tyk-dashboard|
CVE-2023-27533,curl,HIGH,7.64.0-4+deb10u1,7.64.0-4+deb10u6,"A vulnerability in input validation exists in curl <8.0 during communication using the TELNET protocol may allow an attacker to pass on maliciously crafted user name and ""telnet options"" during server negotiation. The lack of proper input scrubbing allows an attacker to send content or perform option negotiation without the application's intent. This vulnerability could be exploited if an application allows user input\, thereby enabling attackers to execute arbitrary code on the system.",|tykio/tyk-dashboard|
CVE-2017-11164,libpcre3,LOW,2:8.39-12,N/A,"In PCRE 8.41\, the OP_KETRMAX feature in the match function in pcre_exec.c allows stack exhaustion (uncontrolled recursion) when processing a crafted regular expression.",|tykio/tyk-dashboard|
CVE-2023-38546,curl,LOW,7.64.0-4+deb10u1,7.64.0-4+deb10u7,"This flaw allows an attacker to insert cookies at will into a running program using libcurl\, if the specific series of conditions are met.  libcurl performs transfers. In its API\, an application creates ""easy handles"" that are the individual handles for single transfers.  libcurl provides a function call that duplicates en easy handle called [curl_easy_duphandle](https://curl.se/libcurl/c/curl_easy_duphandle.html).  If a transfer has cookies enabled when the handle is duplicated\, the cookie-enable state is also cloned - but without cloning the actual cookies. If the source handle did not read any cookies from a specific file on disk\, the cloned version of the handle would instead store the file name as `none` (using the four ASCII letters\, no quotes).  Subsequent use of the cloned handle that does not explicitly set a source to load cookies from would then inadvertently load cookies from a file named `none` - if such a file exists and is readable in the current directory of the program using libcurl. And if using the correct file format of course.",|tykio/tyk-dashboard|
CVE-2020-19189,libncursesw6,MEDIUM,6.1+20181013-2+deb10u2,6.1+20181013-2+deb10u4,"Buffer Overflow vulnerability in postprocess_terminfo function in tinfo/parse_entry.c:997 in ncurses 6.1 allows remote attackers to cause a denial of service via crafted command.",|tykio/tyk-dashboard|
CVE-2023-27536,curl,MEDIUM,7.64.0-4+deb10u1,7.64.0-4+deb10u6,"An authentication bypass vulnerability exists libcurl <8.0.0 in the connection reuse feature which can reuse previously established connections with incorrect user permissions due to a failure to check for changes in the CURLOPT_GSSAPI_DELEGATION option. This vulnerability affects krb5/kerberos/negotiate/GSSAPI transfers and could potentially result in unauthorized access to sensitive information. The safest option is to not reuse connections if the CURLOPT_GSSAPI_DELEGATION option has been changed.",|tykio/tyk-dashboard|
CVE-2023-27535,curl,MEDIUM,7.64.0-4+deb10u1,7.64.0-4+deb10u6,"An authentication bypass vulnerability exists in libcurl <8.0.0 in the FTP connection reuse feature that can result in wrong credentials being used during subsequent transfers. Previously created connections are kept in a connection pool for reuse if they match the current setup. However\, certain FTP settings such as CURLOPT_FTP_ACCOUNT\, CURLOPT_FTP_ALTERNATIVE_TO_USER\, CURLOPT_FTP_SSL_CCC\, and CURLOPT_USE_SSL were not included in the configuration match checks\, causing them to match too easily. This could lead to libcurl using the wrong credentials when performing a transfer\, potentially allowing unauthorized access to sensitive information.",|tykio/tyk-dashboard|
CVE-2018-10126,libtiff6,LOW,4.5.0-6+deb12u2,N/A,"ijg-libjpeg before 9d\, as used in tiff2pdf (from LibTIFF) and other products\, does not check for a NULL pointer at a certain place in jpeg_fdct_16x16 in jfdctint.c.",|tykio/midsommar|
CVE-2025-32364,libpoppler126,MEDIUM,22.12.0-2+b1,N/A,"A floating-point exception in the PSStack::roll function of Poppler before 25.04.0 can cause an application to crash when handling malformed inputs associated with INT_MIN.",|tykio/midsommar|
CVE-2023-27534,curl,HIGH,7.64.0-4+deb10u1,7.64.0-4+deb10u9,"A path traversal vulnerability exists in curl <8.0.0 SFTP implementation causes the tilde (~) character to be wrongly replaced when used as a prefix in the first path element\, in addition to its intended use as the first element to indicate a path relative to the user's home directory. Attackers can exploit this flaw to bypass filtering or execute arbitrary code by crafting a path like /~2/foo while accessing a server with a specific user.",|tykio/tyk-dashboard|
CVE-2025-32365,libpoppler126,MEDIUM,22.12.0-2+b1,N/A,"Poppler before 25.04.0 allows crafted input files to trigger out-of-bounds reads in the JBIG2Bitmap::combine function in JBIG2Stream.cc because of a misplaced isOk check.",|tykio/midsommar|
